dir,workDir,nrg,dnrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol,sxx,syy,szz,sxy,syz,szx
/gpfs/scratch/vkb5066/ortho/elas/x0750/5/n0.002,n0.002,-63.35478347,-.00000051,15,226,6.42796484877014559028,6.73642880259526949203,7.87931431483260751734,89.78347793400338429171,89.69337555506085991341,89.96157976897719207267,341.17894737909516033908,0.69895,0.77758,0.79780,-0.02442,-0.02776,0.92646
/gpfs/scratch/vkb5066/ortho/elas/x0750/5/p0.001,p0.001,-63.35507790,-.00000001,11,226,6.42792226127148108183,6.73642204104095866467,7.87926318997057663553,89.78359109940761604849,89.96300328398119122272,89.96222327718651694988,341.17894737609994096288,0.71551,0.77044,0.76415,-0.02446,-0.02858,-0.44782
/gpfs/scratch/vkb5066/ortho/elas/x0750/5/p0.002,p0.002,-63.35479265,-.00000038,14,226,6.42792949185074404940,6.73642876925429051029,7.87927241247421629603,89.78362882616738550867,89.84841174962072941243,89.96243777991350038604,341.17894737598582993386,0.70950,0.77434,0.75043,-0.02091,-0.02501,-0.90673
/gpfs/scratch/vkb5066/ortho/elas/x0750/6/n0.001,n0.001,-63.35509972,-.00000077,10,226,6.42792682395795633390,6.73642096532502261845,7.87926970597537611682,89.78362947927581005134,89.92277576795376686575,89.92355182517055597719,341.17894737377147109514,0.71912,0.76935,0.78700,0.41777,-0.02827,0.01111
/gpfs/scratch/vkb5066/ortho/elas/x0750/6/n0.002,n0.002,-63.35482898,-.00000002,15,226,6.42793861732140364199,6.73643335410432125729,7.87927756526586141127,89.78370558093688188897,89.92299423394455056426,89.80896046254382452993,341.17894737110017325252,0.72907,0.76440,0.78425,0.84900,-0.02561,0.01180
/gpfs/scratch/vkb5066/ortho/elas/x0750/6/p0.001,p0.001,-63.35507150,-.00000060,14,226,6.42793537691937683719,6.73642986989669485457,7.87926974592277311403,89.78347727019945398635,89.92233883980693142752,89.84741748520404256551,341.17894737585482090392,0.69721,0.77417,0.77910,-0.45059,-0.02700,0.00996
/gpfs/scratch/vkb5066/ortho/elas/x0750/6/p0.002,p0.002,-63.35478890,-.00000105,16,226,6.42795572322718272639,6.73645116322993793712,7.87927764516072191252,89.78340116339196360925,89.92212037867202330545,89.73282657744025334496,341.17894737435616126554,0.67799,0.77232,0.78185,-0.88667,-0.02745,0.00891
/gpfs/scratch/vkb5066/ortho/elas/x0750/7/n0.001,n0.001,-63.35504278,-.00000050,14,226,6.42149996311775306760,6.74315844636870360406,7.87926975111195679630,89.78355132556846694934,89.92255584804541760376,89.96200844662660946176,341.17894737673409204989,1.55336,0.19564,0.68902,-0.01377,-0.03029,0.00701
/gpfs/scratch/vkb5066/ortho/elas/x0750/7/n0.002,n0.002,-63.35459991,-.00000034,23,226,6.41507845471474675475,6.74990159331207015980,7.87927765553927991972,89.78354906122543495860,89.92255431332206242374,89.96200796867089265703,341.17894737027951503039,2.38025,-0.38203,0.58959,-0.00483,-0.03610,0.00610
/gpfs/scratch/vkb5066/ortho/elas/x0750/7/p0.001,p0.001,-63.35501059,-.00000063,13,226,6.43435580994512465098,6.72968565248574000098,7.87926970078619240482,89.78355521117069725228,89.92255867907341345745,89.96200894734144992841,341.17894737820161369181,-0.13996,1.35400,0.87245,-0.03058,-0.02744,0.01271
